Scope	ID	Key	Value
reac	R1F40E5F3	RKO-c	unaf
reac	R1F40E5F3	RKO-r	1
reac	R1F7067FD	FBA-c	zero
reac	R1F7067FD	FBA-f	0
reac	R1F7067FD	FVA95-c	bloc
reac	R1F7067FD	FVA95-lb	0
reac	R1F7067FD	FVA95-ub	0
reac	R1F7067FD	GCR-r	zero-flux
reac	R1F7067FD	RKO-c	unaf
reac	R1F7067FD	RKO-r	1
reac	R1F7DDEBD	FBA-c	zero
reac	R1F7DDEBD	FBA-f	0
reac	R1F7DDEBD	FVA95-c	free
reac	R1F7DDEBD	FVA95-lb	-3.903176779
reac	R1F7DDEBD	FVA95-ub	0
reac	R1F7DDEBD	GCR-r	C-1D37C829
reac	R1F7DDEBD	RKO-c	unaf
reac	R1F7DDEBD	RKO-r	1
reac	R1FA361B8	FBA-c	zero
reac	R1FA361B8	FBA-f	0
reac	R1FA361B8	FVA95-c	free
reac	R1FA361B8	FVA95-lb	-0.884949245
reac	R1FA361B8	FVA95-ub	0
reac	R1FA361B8	GCR-r	C-8D8A53BE
reac	R1FA361B8	RKO-c	unaf
reac	R1FA361B8	RKO-r	1
reac	R1FD6DF1E	FBA-c	zero
reac	R1FD6DF1E	FBA-f	0
reac	R1FD6DF1E	FVA95-c	free
reac	R1FD6DF1E	FVA95-lb	-2.739169469
reac	R1FD6DF1E	FVA95-ub	0
reac	R1FD6DF1E	GCR-r	singleton
reac	R1FD6DF1E	RKO-c	unaf
reac	R1FD6DF1E	RKO-r	1
reac	R20343994	FBA-c	zero
reac	R20343994	FBA-f	0
reac	R20343994	FVA95-c	free
reac	R20343994	FVA95-lb	-0.265938783
reac	R20343994	FVA95-ub	0
reac	R20343994	GCR-r	C-AD869B75
reac	R20343994	RKO-c	unaf
reac	R20343994	RKO-r	1
reac	R20362890	FBA-c	zero
reac	R20362890	FBA-f	0
reac	R20362890	FVA95-c	bloc
reac	R20362890	FVA95-lb	0
reac	R20362890	FVA95-ub	0
reac	R20362890	GCR-r	zero-flux
reac	R20362890	RKO-c	unaf
reac	R20362890	RKO-r	1
reac	R2077EDA2	FBA-c	zero
reac	R2077EDA2	FBA-f	0
reac	R2077EDA2	FVA95-c	bloc
reac	R2077EDA2	FVA95-lb	0
reac	R2077EDA2	FVA95-ub	0
reac	R2077EDA2	GCR-r	zero-flux
reac	R2077EDA2	RKO-c	unaf
reac	R2077EDA2	RKO-r	1
reac	R2092DDF4	FBA-c	zero
reac	R2092DDF4	FBA-f	0
reac	R2092DDF4	FVA95-c	bloc
reac	R2092DDF4	FVA95-lb	0
reac	R2092DDF4	FVA95-ub	0
reac	R2092DDF4	GCR-r	C-34180964
reac	R2092DDF4	RKO-c	unaf
reac	R2092DDF4	RKO-r	1
reac	R209E6C68	FBA-c	zero
reac	R209E6C68	FBA-f	0
reac	R209E6C68	FVA95-c	free
reac	R209E6C68	FVA95-lb	0
reac	R209E6C68	FVA95-ub	0.282388605
reac	R209E6C68	GCR-r	C-2946B767
reac	R209E6C68	RKO-c	unaf
reac	R209E6C68	RKO-r	1
reac	R20E9471F	FBA-c	zero
reac	R20E9471F	FBA-f	0
reac	R20E9471F	FVA95-c	free
reac	R20E9471F	FVA95-lb	2.67898E-12
reac	R20E9471F	FVA95-ub	0
reac	R20E9471F	GCR-r	zero-flux
reac	R20E9471F	RKO-c	unaf
reac	R20E9471F	RKO-r	1
reac	R20F27F8B	FBA-c	zero
reac	R20F27F8B	FBA-f	-2.58174E-11
reac	R20F27F8B	FVA95-c	free
reac	R20F27F8B	FVA95-lb	-3.555048741
reac	R20F27F8B	FVA95-ub	0
reac	R20F27F8B	GCR-r	singleton
reac	R20F27F8B	RKO-c	unaf
reac	R20F27F8B	RKO-r	1
reac	R21276B15	FBA-c	zero
reac	R21276B15	FBA-f	0
reac	R21276B15	FVA95-c	free
reac	R21276B15	FVA95-lb	0
reac	R21276B15	FVA95-ub	0.36083511
reac	R21276B15	GCR-r	singleton
reac	R21276B15	RKO-c	unaf
reac	R21276B15	RKO-r	1
reac	R21326CB3	FBA-c	zero
reac	R21326CB3	FBA-f	9.71159E-11
reac	R21326CB3	FVA95-c	free
reac	R21326CB3	FVA95-lb	0
reac	R21326CB3	FVA95-ub	0.092498838
reac	R21326CB3	GCR-r	C-6E7C2744
reac	R21326CB3	RKO-c	unaf
reac	R21326CB3	RKO-r	1
reac	R218838F7	FBA-c	nonz
reac	R218838F7	FBA-f	0.019217112
reac	R218838F7	FVA95-c	free
reac	R218838F7	FVA95-lb	0
reac	R218838F7	FVA95-ub	10000
reac	R218838F7	GCR-r	singleton
reac	R218838F7	RKO-c	unaf
reac	R218838F7	RKO-r	1
reac	R21E1E539	FBA-c	zero
reac	R21E1E539	FBA-f	0
reac	R21E1E539	FVA95-c	free
reac	R21E1E539	FVA95-lb	-1.095667788
reac	R21E1E539	FVA95-ub	0
reac	R21E1E539	GCR-r	singleton
reac	R21E1E539	RKO-c	unaf
reac	R21E1E539	RKO-r	1
reac	R22075E5F	FBA-c	nonz
reac	R22075E5F	FBA-f	0.001276976
reac	R22075E5F	FVA95-c	free
reac	R22075E5F	FVA95-lb	0
reac	R22075E5F	FVA95-ub	0.090342281
reac	R22075E5F	GCR-r	singleton
reac	R22075E5F	RKO-c	unaf
reac	R22075E5F	RKO-r	1
reac	R22135C3D	FBA-c	zero
reac	R22135C3D	FBA-f	0
reac	R22135C3D	FVA95-c	free
reac	R22135C3D	FVA95-lb	-1.8106E-12
reac	R22135C3D	FVA95-ub	0.834192615
reac	R22135C3D	GCR-r	C-A6AEC6A1
reac	R22135C3D	RKO-c	unaf
reac	R22135C3D	RKO-r	1
reac	R224CDF6D	FBA-c	zero
reac	R224CDF6D	FBA-f	0
reac	R224CDF6D	FVA95-c	free
reac	R224CDF6D	FVA95-lb	0
reac	R224CDF6D	FVA95-ub	10000
reac	R224CDF6D	GCR-r	singleton
reac	R224CDF6D	RKO-c	unaf
reac	R224CDF6D	RKO-r	1
reac	R226FA1F4	FBA-c	zero
reac	R226FA1F4	FBA-f	0
reac	R226FA1F4	FVA95-c	free
reac	R226FA1F4	FVA95-lb	0
reac	R226FA1F4	FVA95-ub	0.001811
reac	R226FA1F4	GCR-r	C-BF540ABD
reac	R226FA1F4	RKO-c	unaf
reac	R226FA1F4	RKO-r	1
reac	R22AD1D2B	FBA-c	zero
reac	R22AD1D2B	FBA-f	-6.16735E-13
reac	R22AD1D2B	FVA95-c	free
reac	R22AD1D2B	FVA95-lb	-1.598585858
reac	R22AD1D2B	FVA95-ub	0.884347031
reac	R22AD1D2B	GCR-r	singleton
reac	R22AD1D2B	RKO-c	unaf
reac	R22AD1D2B	RKO-r	1
reac	R22D616C5	FBA-c	zero
reac	R22D616C5	FBA-f	-1.47513E-11
reac	R22D616C5	FVA95-c	free
reac	R22D616C5	FVA95-lb	-2.593759899
reac	R22D616C5	FVA95-ub	2.464302501
reac	R22D616C5	GCR-r	singleton
reac	R22D616C5	RKO-c	unaf
reac	R22D616C5	RKO-r	1
reac	R2300655D	FBA-c	nonz
reac	R2300655D	FBA-f	1.082440491
reac	R2300655D	FVA95-c	free
reac	R2300655D	FVA95-lb	-0.159569347
reac	R2300655D	FVA95-ub	10000
reac	R2300655D	GCR-r	singleton
reac	R2300655D	RKO-c	unaf
reac	R2300655D	RKO-r	1
reac	R2319D2EE	FBA-c	nonz
reac	R2319D2EE	FBA-f	0.009608556
reac	R2319D2EE	FVA95-c	free
reac	R2319D2EE	FVA95-lb	0
reac	R2319D2EE	FVA95-ub	5000
reac	R2319D2EE	GCR-r	singleton
reac	R2319D2EE	RKO-c	unaf
reac	R2319D2EE	RKO-r	1
reac	R233C0CE3	FBA-c	zero
reac	R233C0CE3	FBA-f	0
reac	R233C0CE3	FVA95-c	free
reac	R233C0CE3	FVA95-lb	0
reac	R233C0CE3	FVA95-ub	5.478338938
reac	R233C0CE3	GCR-r	singleton
reac	R233C0CE3	RKO-c	unaf
reac	R233C0CE3	RKO-r	1
reac	R23938E4D	FBA-c	zero
reac	R23938E4D	FBA-f	0
reac	R23938E4D	FVA95-c	bloc
reac	R23938E4D	FVA95-lb	0
reac	R23938E4D	FVA95-ub	0
reac	R23938E4D	GCR-r	zero-flux
reac	R23938E4D	RKO-c	unaf
reac	R23938E4D	RKO-r	1
reac	R239F0B50	FBA-c	zero
reac	R239F0B50	FBA-f	0
reac	R239F0B50	FVA95-c	free
reac	R239F0B50	FVA95-lb	0
reac	R239F0B50	FVA95-ub	0.760880408
reac	R239F0B50	GCR-r	singleton
reac	R239F0B50	RKO-c	unaf
reac	R239F0B50	RKO-r	1
reac	R23A518C2	FBA-c	zero
reac	R23A518C2	FBA-f	0
reac	R23A518C2	FVA95-c	free
reac	R23A518C2	FVA95-lb	-1.095667788
reac	R23A518C2	FVA95-ub	0
reac	R23A518C2	GCR-r	C-BA576F7D
reac	R23A518C2	RKO-c	unaf
reac	R23A518C2	RKO-r	1
reac	R23FFF11A	FBA-c	zero
reac	R23FFF11A	FBA-f	0
reac	R23FFF11A	FVA95-c	free
reac	R23FFF11A	FVA95-lb	-5002.742446
reac	R23FFF11A	FVA95-ub	1.607713986
reac	R23FFF11A	GCR-r	C-E2DA70AA
reac	R23FFF11A	RKO-c	unaf
reac	R23FFF11A	RKO-r	1
reac	R24001C06	FBA-c	nonz
reac	R24001C06	FBA-f	1.088134622
reac	R24001C06	FVA95-c	free
reac	R24001C06	FVA95-lb	-1.833216814
reac	R24001C06	FVA95-ub	6.095228002
reac	R24001C06	GCR-r	C-1E901515
reac	R24001C06	RKO-c	unaf
reac	R24001C06	RKO-r	1
reac	R241AB01B	FBA-c	zero
reac	R241AB01B	FBA-f	0
reac	R241AB01B	FVA95-c	free
reac	R241AB01B	FVA95-lb	0
reac	R241AB01B	FVA95-ub	2.084963267
reac	R241AB01B	GCR-r	singleton
reac	R241AB01B	RKO-c	unaf
reac	R241AB01B	RKO-r	1
reac	R24203A2B	FBA-c	zero
reac	R24203A2B	FBA-f	0
reac	R24203A2B	FVA95-c	bloc
reac	R24203A2B	FVA95-lb	0
reac	R24203A2B	FVA95-ub	0
reac	R24203A2B	GCR-r	zero-flux
reac	R24203A2B	RKO-c	unaf
reac	R24203A2B	RKO-r	1
reac	R243773E7	FBA-c	nonz
reac	R243773E7	FBA-f	0.032125097
reac	R243773E7	FVA95-c	free
reac	R243773E7	FVA95-lb	-1.067562581
reac	R243773E7	FVA95-ub	2.197560955
reac	R243773E7	GCR-r	singleton
reac	R243773E7	RKO-c	unaf
reac	R243773E7	RKO-r	1
reac	R2465BD86	FBA-c	nonz
reac	R2465BD86	FBA-f	0.01819276
reac	R2465BD86	FVA95-c	free
reac	R2465BD86	FVA95-lb	0.016095622
reac	R2465BD86	FVA95-ub	6.864019294
reac	R2465BD86	GCR-r	C-79ACCF43
reac	R2465BD86	RKO-c	leth
reac	R2465BD86	RKO-r	0
reac	R246873BD	FBA-c	nonz
reac	R246873BD	FBA-f	0.000233415
reac	R246873BD	FVA95-c	free
reac	R246873BD	FVA95-lb	0.000221744
reac	R246873BD	FVA95-ub	1.826334723
reac	R246873BD	GCR-r	singleton
reac	R246873BD	RKO-c	impa
reac	R246873BD	RKO-r	0.641208325
reac	R247CAC7E	FBA-c	nonz
reac	R247CAC7E	FBA-f	0.056337693
reac	R247CAC7E	FVA95-c	free
reac	R247CAC7E	FVA95-lb	-0.0568
reac	R247CAC7E	FVA95-ub	2.38699127
reac	R247CAC7E	GCR-r	C-15DD7433
reac	R247CAC7E	RKO-c	unaf
reac	R247CAC7E	RKO-r	1
reac	R24D5CF3A	FBA-c	zero
reac	R24D5CF3A	FBA-f	-7.16209E-12
reac	R24D5CF3A	FVA95-c	free
reac	R24D5CF3A	FVA95-lb	-2.735795203
reac	R24D5CF3A	FVA95-ub	0
reac	R24D5CF3A	GCR-r	C-3EC049FF
reac	R24D5CF3A	RKO-c	unaf
reac	R24D5CF3A	RKO-r	1
reac	R24F26984	FBA-c	zero
reac	R24F26984	FBA-f	0
reac	R24F26984	FVA95-c	bloc
reac	R24F26984	FVA95-lb	0
reac	R24F26984	FVA95-ub	0
reac	R24F26984	GCR-r	zero-flux
reac	R24F26984	RKO-c	unaf
reac	R24F26984	RKO-r	1
reac	R250FD288	FBA-c	nonz
reac	R250FD288	FBA-f	-0.01336518
reac	R250FD288	FVA95-c	free
reac	R250FD288	FVA95-lb	-0.1
reac	R250FD288	FVA95-ub	-0.012696921
reac	R250FD288	GCR-r	singleton
reac	R250FD288	RKO-c	leth
reac	R250FD288	RKO-r	0
reac	R25475DA9	FBA-c	zero
reac	R25475DA9	FBA-f	0
reac	R25475DA9	FVA95-c	free
reac	R25475DA9	FVA95-lb	0
reac	R25475DA9	FVA95-ub	0.904081992
reac	R25475DA9	GCR-r	singleton
reac	R25475DA9	RKO-c	unaf
reac	R25475DA9	RKO-r	1
reac	R25559D2F	FBA-c	zero
reac	R25559D2F	FBA-f	0
reac	R25559D2F	FVA95-c	free
reac	R25559D2F	FVA95-lb	-10000
reac	R25559D2F	FVA95-ub	10000
reac	R25559D2F	GCR-r	singleton
reac	R25559D2F	RKO-c	unaf
reac	R25559D2F	RKO-r	1
reac	R256C3C74	FBA-c	nonz
reac	R256C3C74	FBA-f	0.0904017
reac	R256C3C74	FVA95-c	free
reac	R256C3C74	FVA95-lb	0
reac	R256C3C74	FVA95-ub	0.090881615
reac	R256C3C74	GCR-r	C-10852455
reac	R256C3C74	RKO-c	unaf
reac	R256C3C74	RKO-r	1
reac	R2579B3B7	FBA-c	nonz
reac	R2579B3B7	FBA-f	0.064010177
reac	R2579B3B7	FVA95-c	free
reac	R2579B3B7	FVA95-lb	0
reac	R2579B3B7	FVA95-ub	3.426519295
reac	R2579B3B7	GCR-r	C-3266145F
reac	R2579B3B7	RKO-c	unaf
reac	R2579B3B7	RKO-r	1
reac	R25AD0016	FBA-c	zero
reac	R25AD0016	FBA-f	0
reac	R25AD0016	FVA95-c	bloc
reac	R25AD0016	FVA95-lb	0
reac	R25AD0016	FVA95-ub	0
reac	R25AD0016	GCR-r	zero-flux
reac	R25AD0016	RKO-c	unaf
reac	R25AD0016	RKO-r	1
reac	R25EE8D49	FBA-c	zero
reac	R25EE8D49	FBA-f	0
reac	R25EE8D49	FVA95-c	free
reac	R25EE8D49	FVA95-lb	-0.443264091
reac	R25EE8D49	FVA95-ub	0
reac	R25EE8D49	GCR-r	C-4ADA2562
reac	R25EE8D49	RKO-c	unaf
reac	R25EE8D49	RKO-r	1
reac	R262242BA	FBA-c	zero
reac	R262242BA	FBA-f	0
reac	R262242BA	FVA95-c	free
reac	R262242BA	FVA95-lb	0
reac	R262242BA	FVA95-ub	2.739169469
reac	R262242BA	GCR-r	C-E1DC88B5
reac	R262242BA	RKO-c	unaf
reac	R262242BA	RKO-r	1
reac	R26362FF0	FBA-c	nonz
reac	R26362FF0	FBA-f	-0.001340927
reac	R26362FF0	FVA95-c	free
reac	R26362FF0	FVA95-lb	-1.539304007
reac	R26362FF0	FVA95-ub	-0.001273881
reac	R26362FF0	GCR-r	singleton
reac	R26362FF0	RKO-c	impa
reac	R26362FF0	RKO-r	0.641208325
reac	R2661DB90	FBA-c	zero
reac	R2661DB90	FBA-f	0
reac	R2661DB90	FVA95-c	free
reac	R2661DB90	FVA95-lb	-1.494092438
reac	R2661DB90	FVA95-ub	0
reac	R2661DB90	GCR-r	C-A7167BF0
reac	R2661DB90	RKO-c	unaf
reac	R2661DB90	RKO-r	1
reac	R266F0806	FBA-c	zero
reac	R266F0806	FBA-f	0
reac	R266F0806	FVA95-c	bloc
reac	R266F0806	FVA95-lb	0
reac	R266F0806	FVA95-ub	0
reac	R266F0806	GCR-r	C-E03BB8C9
reac	R266F0806	RKO-c	unaf
reac	R266F0806	RKO-r	1
reac	R268D4601	FBA-c	zero
reac	R268D4601	FBA-f	0
reac	R268D4601	FVA95-c	bloc
reac	R268D4601	FVA95-lb	0
reac	R268D4601	FVA95-ub	0
reac	R268D4601	GCR-r	C-BD50E29B
reac	R268D4601	RKO-c	unaf
reac	R268D4601	RKO-r	1
reac	R26CF444F	FBA-c	zero
reac	R26CF444F	FBA-f	0
reac	R26CF444F	FVA95-c	free
reac	R26CF444F	FVA95-lb	-10000
reac	R26CF444F	FVA95-ub	10000
reac	R26CF444F	GCR-r	C-343BA243
reac	R26CF444F	RKO-c	unaf
reac	R26CF444F	RKO-r	1
reac	R26E4280E	FBA-c	zero
reac	R26E4280E	FBA-f	0
reac	R26E4280E	FVA95-c	free
reac	R26E4280E	FVA95-lb	-0.784773893
reac	R26E4280E	FVA95-ub	0
reac	R26E4280E	GCR-r	singleton
reac	R26E4280E	RKO-c	unaf
reac	R26E4280E	RKO-r	1
reac	R26F0C5C0	FBA-c	nonz
reac	R26F0C5C0	FBA-f	-0.008035313
reac	R26F0C5C0	FVA95-c	free
reac	R26F0C5C0	FVA95-lb	-0.48586652
reac	R26F0C5C0	FVA95-ub	-0.007633547
reac	R26F0C5C0	GCR-r	C-3CD05704
reac	R26F0C5C0	RKO-c	leth
reac	R26F0C5C0	RKO-r	0
reac	R2708BDA7	FBA-c	nonz
reac	R2708BDA7	FBA-f	0.09331943
reac	R2708BDA7	FVA95-c	free
reac	R2708BDA7	FVA95-lb	0
reac	R2708BDA7	FVA95-ub	8.586988914
reac	R2708BDA7	GCR-r	singleton
reac	R2708BDA7	RKO-c	unaf
reac	R2708BDA7	RKO-r	1
reac	R2738809E	FBA-c	zero
reac	R2738809E	FBA-f	0
reac	R2738809E	FVA95-c	free
reac	R2738809E	FVA95-lb	0
reac	R2738809E	FVA95-ub	0.087303079
reac	R2738809E	GCR-r	singleton
reac	R2738809E	RKO-c	unaf
reac	R2738809E	RKO-r	1
reac	R276A6E5E	FBA-c	zero
reac	R276A6E5E	FBA-f	0
reac	R276A6E5E	FVA95-c	free
reac	R276A6E5E	FVA95-lb	-1.526044942
reac	R276A6E5E	FVA95-ub	0
reac	R276A6E5E	GCR-r	singleton
reac	R276A6E5E	RKO-c	unaf
reac	R276A6E5E	RKO-r	1
reac	R27748B60	FBA-c	zero
reac	R27748B60	FBA-f	0
reac	R27748B60	FVA95-c	free
reac	R27748B60	FVA95-lb	-10000
reac	R27748B60	FVA95-ub	10000
reac	R27748B60	GCR-r	C-44672B09
reac	R27748B60	RKO-c	unaf
reac	R27748B60	RKO-r	1
reac	R277DD8F5	FBA-c	zero
reac	R277DD8F5	FBA-f	0
reac	R277DD8F5	FVA95-c	free
reac	R277DD8F5	FVA95-lb	0
reac	R277DD8F5	FVA95-ub	0.301007634
reac	R277DD8F5	GCR-r	C-CD8912A9
reac	R277DD8F5	RKO-c	unaf
reac	R277DD8F5	RKO-r	1
reac	R278742B	FBA-c	zero
reac	R278742B	FBA-f	0
reac	R278742B	FVA95-c	free
reac	R278742B	FVA95-lb	-10000
reac	R278742B	FVA95-ub	10000
reac	R278742B	GCR-r	singleton
reac	R278742B	RKO-c	unaf
reac	R278742B	RKO-r	1
reac	R27D5442B	FBA-c	zero
reac	R27D5442B	FBA-f	0
reac	R27D5442B	FVA95-c	free
reac	R27D5442B	FVA95-lb	-0.963827127
reac	R27D5442B	FVA95-ub	0
reac	R27D5442B	GCR-r	C-A4B7A848
reac	R27D5442B	RKO-c	unaf
reac	R27D5442B	RKO-r	1
reac	R28015865	FBA-c	nonz
reac	R28015865	FBA-f	0.000837199
reac	R28015865	FVA95-c	free
reac	R28015865	FVA95-lb	0.00079534
reac	R28015865	FVA95-ub	2.739964809
reac	R28015865	GCR-r	singleton
reac	R28015865	RKO-c	impa
reac	R28015865	RKO-r	0.641208325
reac	R2801DC40	FBA-c	nonz
reac	R2801DC40	FBA-f	0.02165956
reac	R2801DC40	FVA95-c	free
reac	R2801DC40	FVA95-lb	0.020576582
reac	R2801DC40	FVA95-ub	0.05
reac	R2801DC40	GCR-r	C-7C2C5EE
reac	R2801DC40	RKO-c	leth
reac	R2801DC40	RKO-r	0
reac	R28766662	FBA-c	nonz
reac	R28766662	FBA-f	0.08160936
reac	R28766662	FVA95-c	free
reac	R28766662	FVA95-lb	-10000
reac	R28766662	FVA95-ub	10000
reac	R28766662	GCR-r	singleton
reac	R28766662	RKO-c	unaf
reac	R28766662	RKO-r	1
reac	R2895F94E	FBA-c	zero
reac	R2895F94E	FBA-f	0
reac	R2895F94E	FVA95-c	free
reac	R2895F94E	FVA95-lb	-10000
reac	R2895F94E	FVA95-ub	10000
reac	R2895F94E	GCR-r	singleton
reac	R2895F94E	RKO-c	unaf
reac	R2895F94E	RKO-r	1
reac	R28BF4A7E	FBA-c	nonz
reac	R28BF4A7E	FBA-f	-0.003575163
reac	R28BF4A7E	FVA95-c	free
reac	R28BF4A7E	FVA95-lb	-10000
reac	R28BF4A7E	FVA95-ub	10000
reac	R28BF4A7E	GCR-r	singleton
reac	R28BF4A7E	RKO-c	unaf
reac	R28BF4A7E	RKO-r	1
reac	R28C1B94	FBA-c	zero
reac	R28C1B94	FBA-f	0
reac	R28C1B94	FVA95-c	free
reac	R28C1B94	FVA95-lb	-10000
reac	R28C1B94	FVA95-ub	10000
reac	R28C1B94	GCR-r	C-3744DBE5
reac	R28C1B94	RKO-c	unaf
reac	R28C1B94	RKO-r	1
reac	R28F40B30	FBA-c	nonz
reac	R28F40B30	FBA-f	0.1
reac	R28F40B30	FVA95-c	free
reac	R28F40B30	FVA95-lb	0
reac	R28F40B30	FVA95-ub	10000
reac	R28F40B30	GCR-r	singleton
reac	R28F40B30	RKO-c	unaf
reac	R28F40B30	RKO-r	1
reac	R291B7F16	FBA-c	nonz
reac	R291B7F16	FBA-f	-2.87436E-05
reac	R291B7F16	FVA95-c	free
reac	R291B7F16	FVA95-lb	-0.098122955
reac	R291B7F16	FVA95-ub	10000
reac	R291B7F16	GCR-r	singleton
reac	R291B7F16	RKO-c	unaf
reac	R291B7F16	RKO-r	1
reac	R29BFCA7D	FBA-c	zero
reac	R29BFCA7D	FBA-f	-1.2896E-11
reac	R29BFCA7D	FVA95-c	free
reac	R29BFCA7D	FVA95-lb	-10000
reac	R29BFCA7D	FVA95-ub	0.029423418
reac	R29BFCA7D	GCR-r	C-87319BC1
reac	R29BFCA7D	RKO-c	unaf
reac	R29BFCA7D	RKO-r	1
reac	R29CE564	FBA-c	nonz
reac	R29CE564	FBA-f	-0.051275991
reac	R29CE564	FVA95-c	free
reac	R29CE564	FVA95-lb	-4.780947906
reac	R29CE564	FVA95-ub	14.83416932
reac	R29CE564	GCR-r	singleton
reac	R29CE564	RKO-c	unaf
reac	R29CE564	RKO-r	1
reac	R29EE4FAC	FBA-c	zero
reac	R29EE4FAC	FBA-f	0
reac	R29EE4FAC	FVA95-c	bloc
reac	R29EE4FAC	FVA95-lb	0
reac	R29EE4FAC	FVA95-ub	0
reac	R29EE4FAC	GCR-r	zero-flux
reac	R29EE4FAC	RKO-c	unaf
reac	R29EE4FAC	RKO-r	1
reac	R2A0BE2AF	FBA-c	nonz
reac	R2A0BE2AF	FBA-f	-0.40042577
reac	R2A0BE2AF	FVA95-c	free
reac	R2A0BE2AF	FVA95-lb	-5.440723739
reac	R2A0BE2AF	FVA95-ub	6.561241969
reac	R2A0BE2AF	GCR-r	singleton
reac	R2A0BE2AF	RKO-c	unaf
reac	R2A0BE2AF	RKO-r	1
reac	R2A514FF5	FBA-c	zero
reac	R2A514FF5	FBA-f	0
reac	R2A514FF5	FVA95-c	free
reac	R2A514FF5	FVA95-lb	0
reac	R2A514FF5	FVA95-ub	5.478338938
reac	R2A514FF5	GCR-r	singleton
reac	R2A514FF5	RKO-c	unaf
reac	R2A514FF5	RKO-r	1
reac	R2A5C6CA8	FBA-c	nonz
reac	R2A5C6CA8	FBA-f	0.00789596
reac	R2A5C6CA8	FVA95-c	free
reac	R2A5C6CA8	FVA95-lb	0
reac	R2A5C6CA8	FVA95-ub	10000
reac	R2A5C6CA8	GCR-r	singleton
reac	R2A5C6CA8	RKO-c	unaf
reac	R2A5C6CA8	RKO-r	1
reac	R2AFE0436	FBA-c	zero
reac	R2AFE0436	FBA-f	0
reac	R2AFE0436	FVA95-c	bloc
reac	R2AFE0436	FVA95-lb	0
reac	R2AFE0436	FVA95-ub	0
reac	R2AFE0436	GCR-r	zero-flux
reac	R2AFE0436	RKO-c	unaf
reac	R2AFE0436	RKO-r	1
reac	R2B1983B3	FBA-c	zero
reac	R2B1983B3	FBA-f	1.51288E-11
reac	R2B1983B3	FVA95-c	free
reac	R2B1983B3	FVA95-lb	0
reac	R2B1983B3	FVA95-ub	4.338581043
reac	R2B1983B3	GCR-r	singleton
reac	R2B1983B3	RKO-c	unaf
reac	R2B1983B3	RKO-r	1
reac	R2B429964	FBA-c	zero
reac	R2B429964	FBA-f	0
reac	R2B429964	FVA95-c	free
reac	R2B429964	FVA95-lb	-0.013245394
reac	R2B429964	FVA95-ub	17.17397783
reac	R2B429964	GCR-r	singleton
reac	R2B429964	RKO-c	unaf
reac	R2B429964	RKO-r	1
reac	R2B5FFA9E	FBA-c	zero
reac	R2B5FFA9E	FBA-f	1.82378E-11
reac	R2B5FFA9E	FVA95-c	free
reac	R2B5FFA9E	FVA95-lb	0
reac	R2B5FFA9E	FVA95-ub	0.902891234
reac	R2B5FFA9E	GCR-r	C-FAE6E1CB
reac	R2B5FFA9E	RKO-c	unaf
reac	R2B5FFA9E	RKO-r	1
reac	R2B73E04	FBA-c	nonz
reac	R2B73E04	FBA-f	-0.107850561
reac	R2B73E04	FVA95-c	free
reac	R2B73E04	FVA95-lb	-10000
reac	R2B73E04	FVA95-ub	0
reac	R2B73E04	GCR-r	singleton
reac	R2B73E04	RKO-c	unaf
reac	R2B73E04	RKO-r	1
reac	R2B8A2FB6	FBA-c	zero
reac	R2B8A2FB6	FBA-f	0
reac	R2B8A2FB6	FVA95-c	bloc
reac	R2B8A2FB6	FVA95-lb	0
reac	R2B8A2FB6	FVA95-ub	0
reac	R2B8A2FB6	GCR-r	I-2E37C1CC
reac	R2B8A2FB6	RKO-c	unaf
reac	R2B8A2FB6	RKO-r	1
reac	R2B98DD1C	FBA-c	zero
reac	R2B98DD1C	FBA-f	0
reac	R2B98DD1C	FVA95-c	bloc
reac	R2B98DD1C	FVA95-lb	0
reac	R2B98DD1C	FVA95-ub	0
reac	R2B98DD1C	GCR-r	zero-flux
reac	R2B98DD1C	RKO-c	unaf
reac	R2B98DD1C	RKO-r	1
reac	R2BA65F2	FBA-c	zero
reac	R2BA65F2	FBA-f	0
reac	R2BA65F2	FVA95-c	free
reac	R2BA65F2	FVA95-lb	0
reac	R2BA65F2	FVA95-ub	0.573456821
reac	R2BA65F2	GCR-r	C-4354997
reac	R2BA65F2	RKO-c	unaf
reac	R2BA65F2	RKO-r	1
reac	R2BA9A1B5	FBA-c	zero
reac	R2BA9A1B5	FBA-f	0
reac	R2BA9A1B5	FVA95-c	bloc
reac	R2BA9A1B5	FVA95-lb	0
reac	R2BA9A1B5	FVA95-ub	0
reac	R2BA9A1B5	GCR-r	zero-flux
reac	R2BA9A1B5	RKO-c	unaf
reac	R2BA9A1B5	RKO-r	1
reac	R2BC0B13	FBA-c	nonz
reac	R2BC0B13	FBA-f	-0.007834317
reac	R2BC0B13	FVA95-c	free
reac	R2BC0B13	FVA95-lb	-10.98389648
reac	R2BC0B13	FVA95-ub	0.071705545
reac	R2BC0B13	GCR-r	singleton
reac	R2BC0B13	RKO-c	unaf
reac	R2BC0B13	RKO-r	1
reac	R2BD7CDB8	FBA-c	zero
reac	R2BD7CDB8	FBA-f	0
reac	R2BD7CDB8	FVA95-c	free
reac	R2BD7CDB8	FVA95-lb	-6.847923673
reac	R2BD7CDB8	FVA95-ub	0
reac	R2BD7CDB8	GCR-r	C-C879993D
reac	R2BD7CDB8	RKO-c	unaf
