Scope	ID	Key	Value
reac	R78546BBB	FVA95-c	free
reac	R78546BBB	FVA95-lb	-0.573456821
reac	R78546BBB	FVA95-ub	0
reac	R78546BBB	GCR-r	C-89EB10C
reac	R78546BBB	RKO-c	unaf
reac	R78546BBB	RKO-r	1
reac	R787ADD62	FBA-c	zero
reac	R787ADD62	FBA-f	0
reac	R787ADD62	FVA95-c	free
reac	R787ADD62	FVA95-lb	0
reac	R787ADD62	FVA95-ub	0.096882522
reac	R787ADD62	GCR-r	C-933F19A3
reac	R787ADD62	RKO-c	unaf
reac	R787ADD62	RKO-r	1
reac	R7885E3F7	FBA-c	nonz
reac	R7885E3F7	FBA-f	-0.001305719
reac	R7885E3F7	FVA95-c	free
reac	R7885E3F7	FVA95-lb	-0.098122955
reac	R7885E3F7	FVA95-ub	-0.001240433
reac	R7885E3F7	GCR-r	C-4FA04CB2
reac	R7885E3F7	RKO-c	impa
reac	R7885E3F7	RKO-r	0.641208325
reac	R78E921A2	FBA-c	zero
reac	R78E921A2	FBA-f	0
reac	R78E921A2	FVA95-c	free
reac	R78E921A2	FVA95-lb	0
reac	R78E921A2	FVA95-ub	5.456505073
reac	R78E921A2	GCR-r	singleton
reac	R78E921A2	RKO-c	unaf
reac	R78E921A2	RKO-r	1
reac	R797FEAF7	FBA-c	zero
reac	R797FEAF7	FBA-f	0
reac	R797FEAF7	FVA95-c	free
reac	R797FEAF7	FVA95-lb	0
reac	R797FEAF7	FVA95-ub	1.538030126
reac	R797FEAF7	GCR-r	singleton
reac	R797FEAF7	RKO-c	unaf
reac	R797FEAF7	RKO-r	1
reac	R79A5D89	FBA-c	zero
reac	R79A5D89	FBA-f	0
reac	R79A5D89	FVA95-c	bloc
reac	R79A5D89	FVA95-lb	0
reac	R79A5D89	FVA95-ub	0
reac	R79A5D89	GCR-r	zero-flux
reac	R79A5D89	RKO-c	unaf
reac	R79A5D89	RKO-r	1
reac	R7A63D9D6	FBA-c	zero
reac	R7A63D9D6	FBA-f	0
reac	R7A63D9D6	FVA95-c	free
reac	R7A63D9D6	FVA95-lb	-5.478338938
reac	R7A63D9D6	FVA95-ub	0
reac	R7A63D9D6	GCR-r	C-8AD8A0DC
reac	R7A63D9D6	RKO-c	unaf
reac	R7A63D9D6	RKO-r	1
reac	R7A8D80DE	FBA-c	zero
reac	R7A8D80DE	FBA-f	2.18102E-12
reac	R7A8D80DE	FVA95-c	free
reac	R7A8D80DE	FVA95-lb	-10000
reac	R7A8D80DE	FVA95-ub	10000
reac	R7A8D80DE	GCR-r	singleton
reac	R7A8D80DE	RKO-c	unaf
reac	R7A8D80DE	RKO-r	1
reac	R7AC1BD5A	FBA-c	nonz
reac	R7AC1BD5A	FBA-f	-0.107850561
reac	R7AC1BD5A	FVA95-c	free
reac	R7AC1BD5A	FVA95-lb	-2.084963267
reac	R7AC1BD5A	FVA95-ub	2.649078771
reac	R7AC1BD5A	GCR-r	singleton
reac	R7AC1BD5A	RKO-c	unaf
reac	R7AC1BD5A	RKO-r	1
reac	R7AF96ED5	FBA-c	zero
reac	R7AF96ED5	FBA-f	0
reac	R7AF96ED5	FVA95-c	free
reac	R7AF96ED5	FVA95-lb	-2.58955E-12
reac	R7AF96ED5	FVA95-ub	0
reac	R7AF96ED5	GCR-r	zero-flux
reac	R7AF96ED5	RKO-c	unaf
reac	R7AF96ED5	RKO-r	1
reac	R7B48BC00	FBA-c	nonz
reac	R7B48BC00	FBA-f	-0.05789137
reac	R7B48BC00	FVA95-c	free
reac	R7B48BC00	FVA95-lb	-1
reac	R7B48BC00	FVA95-ub	0
reac	R7B48BC00	GCR-r	C-29816C9
reac	R7B48BC00	RKO-c	unaf
reac	R7B48BC00	RKO-r	1
reac	R7B92BB5	FBA-c	zero
reac	R7B92BB5	FBA-f	-7.16209E-12
reac	R7B92BB5	FVA95-c	free
reac	R7B92BB5	FVA95-lb	-2.735795203
reac	R7B92BB5	FVA95-ub	0
reac	R7B92BB5	GCR-r	C-3EC049FF
reac	R7B92BB5	RKO-c	unaf
reac	R7B92BB5	RKO-r	1
reac	R7BB00B38	FBA-c	zero
reac	R7BB00B38	FBA-f	0
reac	R7BB00B38	FVA95-c	bloc
reac	R7BB00B38	FVA95-lb	0
reac	R7BB00B38	FVA95-ub	0
reac	R7BB00B38	GCR-r	C-234CA8CD
reac	R7BB00B38	RKO-c	unaf
reac	R7BB00B38	RKO-r	1
reac	R7BB6BC6B	FBA-c	boun
reac	R7BB6BC6B	FBA-f	-0.1
reac	R7BB6BC6B	FVA95-c	free
reac	R7BB6BC6B	FVA95-lb	-0.1
reac	R7BB6BC6B	FVA95-ub	-0.009118385
reac	R7BB6BC6B	GCR-r	singleton
reac	R7BB6BC6B	RKO-c	leth
reac	R7BB6BC6B	RKO-r	0
reac	R7C1F1CB	FBA-c	zero
reac	R7C1F1CB	FBA-f	0
reac	R7C1F1CB	FVA95-c	free
reac	R7C1F1CB	FVA95-lb	-0.178047058
reac	R7C1F1CB	FVA95-ub	0
reac	R7C1F1CB	GCR-r	C-B8221C86
reac	R7C1F1CB	RKO-c	unaf
reac	R7C1F1CB	RKO-r	1
reac	R7C4C4691	FBA-c	zero
reac	R7C4C4691	FBA-f	1.37929E-11
reac	R7C4C4691	FVA95-c	free
reac	R7C4C4691	FVA95-lb	0
reac	R7C4C4691	FVA95-ub	10000
reac	R7C4C4691	GCR-r	singleton
reac	R7C4C4691	RKO-c	unaf
reac	R7C4C4691	RKO-r	1
reac	R7C6F986E	FBA-c	zero
reac	R7C6F986E	FBA-f	0
reac	R7C6F986E	FVA95-c	bloc
reac	R7C6F986E	FVA95-lb	0
reac	R7C6F986E	FVA95-ub	0
reac	R7C6F986E	GCR-r	C-D86555F5
reac	R7C6F986E	RKO-c	unaf
reac	R7C6F986E	RKO-r	1
reac	R7C815D4E	FBA-c	zero
reac	R7C815D4E	FBA-f	0
reac	R7C815D4E	FVA95-c	free
reac	R7C815D4E	FVA95-lb	0
reac	R7C815D4E	FVA95-ub	0.446765311
reac	R7C815D4E	GCR-r	singleton
reac	R7C815D4E	RKO-c	unaf
reac	R7C815D4E	RKO-r	1
reac	R7CA01692	FBA-c	zero
reac	R7CA01692	FBA-f	0
reac	R7CA01692	FVA95-c	free
reac	R7CA01692	FVA95-lb	0
reac	R7CA01692	FVA95-ub	0.282388605
reac	R7CA01692	GCR-r	C-5BD8D016
reac	R7CA01692	RKO-c	unaf
reac	R7CA01692	RKO-r	1
reac	R7CA6DCF4	FBA-c	nonz
reac	R7CA6DCF4	FBA-f	-1.088134622
reac	R7CA6DCF4	FVA95-c	free
reac	R7CA6DCF4	FVA95-lb	-6.095228002
reac	R7CA6DCF4	FVA95-ub	1.833216814
reac	R7CA6DCF4	GCR-r	C-1E901515
reac	R7CA6DCF4	RKO-c	unaf
reac	R7CA6DCF4	RKO-r	1
reac	R7CCC152E	FBA-c	zero
reac	R7CCC152E	FBA-f	0
reac	R7CCC152E	FVA95-c	bloc
reac	R7CCC152E	FVA95-lb	0
reac	R7CCC152E	FVA95-ub	0
reac	R7CCC152E	GCR-r	zero-flux
reac	R7CCC152E	RKO-c	unaf
reac	R7CCC152E	RKO-r	1
reac	R7CD5F45C	FBA-c	zero
reac	R7CD5F45C	FBA-f	0
reac	R7CD5F45C	FVA95-c	free
reac	R7CD5F45C	FVA95-lb	0
reac	R7CD5F45C	FVA95-ub	0.034619177
reac	R7CD5F45C	GCR-r	C-98FDFE10
reac	R7CD5F45C	RKO-c	unaf
reac	R7CD5F45C	RKO-r	1
reac	R7CE9CB6	FBA-c	zero
reac	R7CE9CB6	FBA-f	0
reac	R7CE9CB6	FVA95-c	free
reac	R7CE9CB6	FVA95-lb	-10000
reac	R7CE9CB6	FVA95-ub	0
reac	R7CE9CB6	GCR-r	singleton
reac	R7CE9CB6	RKO-c	unaf
reac	R7CE9CB6	RKO-r	1
reac	R7D830866	FBA-c	nonz
reac	R7D830866	FBA-f	0.01819276
reac	R7D830866	FVA95-c	free
reac	R7D830866	FVA95-lb	-10000
reac	R7D830866	FVA95-ub	10000
reac	R7D830866	GCR-r	singleton
reac	R7D830866	RKO-c	unaf
reac	R7D830866	RKO-r	1
reac	R7DA141D0	FBA-c	zero
reac	R7DA141D0	FBA-f	0
reac	R7DA141D0	FVA95-c	free
reac	R7DA141D0	FVA95-lb	-0.178047058
reac	R7DA141D0	FVA95-ub	0
reac	R7DA141D0	GCR-r	C-B32FA1C0
reac	R7DA141D0	RKO-c	unaf
reac	R7DA141D0	RKO-r	1
reac	R7DB57F74	FBA-c	zero
reac	R7DB57F74	FBA-f	0
reac	R7DB57F74	FVA95-c	free
reac	R7DB57F74	FVA95-lb	0
reac	R7DB57F74	FVA95-ub	-2.67898E-12
reac	R7DB57F74	GCR-r	zero-flux
reac	R7DB57F74	RKO-c	unaf
reac	R7DB57F74	RKO-r	1
reac	R7DB5F543	FBA-c	nonz
reac	R7DB5F543	FBA-f	-0.001305719
reac	R7DB5F543	FVA95-c	free
reac	R7DB5F543	FVA95-lb	-0.098122955
reac	R7DB5F543	FVA95-ub	-0.001240433
reac	R7DB5F543	GCR-r	C-4FA04CB2
reac	R7DB5F543	RKO-c	impa
reac	R7DB5F543	RKO-r	0.641208325
reac	R7DD376AD	FBA-c	zero
reac	R7DD376AD	FBA-f	0
reac	R7DD376AD	FVA95-c	bloc
reac	R7DD376AD	FVA95-lb	0
reac	R7DD376AD	FVA95-ub	0
reac	R7DD376AD	GCR-r	zero-flux
reac	R7DD376AD	RKO-c	unaf
reac	R7DD376AD	RKO-r	1
reac	R7E212F3B	FBA-c	nonz
reac	R7E212F3B	FBA-f	1.391541531
reac	R7E212F3B	FVA95-c	free
reac	R7E212F3B	FVA95-lb	0.309909811
reac	R7E212F3B	FVA95-ub	8.511352333
reac	R7E212F3B	GCR-r	singleton
reac	R7E212F3B	RKO-c	impa
reac	R7E212F3B	RKO-r	0.864777917
reac	R7E2E77D9	FBA-c	nonz
reac	R7E2E77D9	FBA-f	-0.008035313
reac	R7E2E77D9	FVA95-c	free
reac	R7E2E77D9	FVA95-lb	-0.48586652
reac	R7E2E77D9	FVA95-ub	-0.007633547
reac	R7E2E77D9	GCR-r	C-3CD05704
reac	R7E2E77D9	RKO-c	leth
reac	R7E2E77D9	RKO-r	0
reac	R7E9E798F	FBA-c	zero
reac	R7E9E798F	FBA-f	0
reac	R7E9E798F	FVA95-c	free
reac	R7E9E798F	FVA95-lb	0
reac	R7E9E798F	FVA95-ub	5000
reac	R7E9E798F	GCR-r	singleton
reac	R7E9E798F	RKO-c	unaf
reac	R7E9E798F	RKO-r	1
reac	R7EE88AD8	FBA-c	nonz
reac	R7EE88AD8	FBA-f	0.00240651
reac	R7EE88AD8	FVA95-c	free
reac	R7EE88AD8	FVA95-lb	-0.402956045
reac	R7EE88AD8	FVA95-ub	3.591724576
reac	R7EE88AD8	GCR-r	C-30E95DCF
reac	R7EE88AD8	RKO-c	unaf
reac	R7EE88AD8	RKO-r	1
reac	R7F0E3AF7	FBA-c	zero
reac	R7F0E3AF7	FBA-f	0
reac	R7F0E3AF7	FVA95-c	free
reac	R7F0E3AF7	FVA95-lb	-0.178047058
reac	R7F0E3AF7	FVA95-ub	0
reac	R7F0E3AF7	GCR-r	C-B32FA1C0
reac	R7F0E3AF7	RKO-c	unaf
reac	R7F0E3AF7	RKO-r	1
reac	R7F269F8D	FBA-c	zero
reac	R7F269F8D	FBA-f	0
reac	R7F269F8D	FVA95-c	bloc
reac	R7F269F8D	FVA95-lb	0
reac	R7F269F8D	FVA95-ub	0
reac	R7F269F8D	GCR-r	zero-flux
reac	R7F269F8D	RKO-c	unaf
reac	R7F269F8D	RKO-r	1
reac	R7F408F74	FBA-c	nonz
reac	R7F408F74	FBA-f	-0.002272758
reac	R7F408F74	FVA95-c	free
reac	R7F408F74	FVA95-lb	-1.225607335
reac	R7F408F74	FVA95-ub	0
reac	R7F408F74	GCR-r	singleton
reac	R7F408F74	RKO-c	unaf
reac	R7F408F74	RKO-r	1
reac	R803FD9FB	FBA-c	zero
reac	R803FD9FB	FBA-f	0
reac	R803FD9FB	FVA95-c	free
reac	R803FD9FB	FVA95-lb	-1.598916071
reac	R803FD9FB	FVA95-ub	0
reac	R803FD9FB	GCR-r	singleton
reac	R803FD9FB	RKO-c	unaf
reac	R803FD9FB	RKO-r	1
reac	R805FA008	FBA-c	zero
reac	R805FA008	FBA-f	0
reac	R805FA008	FVA95-c	free
reac	R805FA008	FVA95-lb	-9999.965591
reac	R805FA008	FVA95-ub	10000
reac	R805FA008	GCR-r	singleton
reac	R805FA008	RKO-c	unaf
reac	R805FA008	RKO-r	1
reac	R8079F4B2	FBA-c	zero
reac	R8079F4B2	FBA-f	0
reac	R8079F4B2	FVA95-c	free
reac	R8079F4B2	FVA95-lb	0
reac	R8079F4B2	FVA95-ub	10000
reac	R8079F4B2	GCR-r	singleton
reac	R8079F4B2	RKO-c	unaf
reac	R8079F4B2	RKO-r	1
reac	R80AFA5D2	FBA-c	zero
reac	R80AFA5D2	FBA-f	0
reac	R80AFA5D2	FVA95-c	free
reac	R80AFA5D2	FVA95-lb	-10000
reac	R80AFA5D2	FVA95-ub	10000
reac	R80AFA5D2	GCR-r	C-75322847
reac	R80AFA5D2	RKO-c	unaf
reac	R80AFA5D2	RKO-r	1
reac	R80BD6403	FBA-c	zero
reac	R80BD6403	FBA-f	0
reac	R80BD6403	FVA95-c	bloc
reac	R80BD6403	FVA95-lb	0
reac	R80BD6403	FVA95-ub	0
reac	R80BD6403	GCR-r	zero-flux
reac	R80BD6403	RKO-c	unaf
reac	R80BD6403	RKO-r	1
reac	R81007BE5	FBA-c	nonz
reac	R81007BE5	FBA-f	-0.001305719
reac	R81007BE5	FVA95-c	free
reac	R81007BE5	FVA95-lb	-0.001305719
reac	R81007BE5	FVA95-ub	-0.001240433
reac	R81007BE5	GCR-r	C-A204F57
reac	R81007BE5	RKO-c	leth
reac	R81007BE5	RKO-r	0
reac	R815BFA1D	FBA-c	nonz
reac	R815BFA1D	FBA-f	-0.000931831
reac	R815BFA1D	FVA95-c	free
reac	R815BFA1D	FVA95-lb	-1.225612932
reac	R815BFA1D	FVA95-ub	-0.000885239
reac	R815BFA1D	GCR-r	singleton
reac	R815BFA1D	RKO-c	leth
reac	R815BFA1D	RKO-r	0
reac	R81E1B635	FBA-c	zero
reac	R81E1B635	FBA-f	0
reac	R81E1B635	FVA95-c	free
reac	R81E1B635	FVA95-lb	-10000
reac	R81E1B635	FVA95-ub	0.001811
reac	R81E1B635	GCR-r	C-884453AD
reac	R81E1B635	RKO-c	unaf
reac	R81E1B635	RKO-r	1
reac	R8214A0A7	FBA-c	zero
reac	R8214A0A7	FBA-f	0
reac	R8214A0A7	FVA95-c	free
reac	R8214A0A7	FVA95-lb	0
reac	R8214A0A7	FVA95-ub	6.293738938
reac	R8214A0A7	GCR-r	C-E9D17CAE
reac	R8214A0A7	RKO-c	unaf
reac	R8214A0A7	RKO-r	1
reac	R82521F85	FBA-c	boun
reac	R82521F85	FBA-f	-0.03622
reac	R82521F85	FVA95-c	free
reac	R82521F85	FVA95-lb	-0.03622
reac	R82521F85	FVA95-ub	-0.034409
reac	R82521F85	GCR-r	singleton
reac	R82521F85	RKO-c	leth
reac	R82521F85	RKO-r	0
reac	R825F119A	FBA-c	zero
reac	R825F119A	FBA-f	0
reac	R825F119A	FVA95-c	free
reac	R825F119A	FVA95-lb	0
reac	R825F119A	FVA95-ub	0.33816907
reac	R825F119A	GCR-r	C-46C5439A
reac	R825F119A	RKO-c	unaf
reac	R825F119A	RKO-r	1
reac	R826A6402	FBA-c	zero
reac	R826A6402	FBA-f	0
reac	R826A6402	FVA95-c	free
reac	R826A6402	FVA95-lb	0
reac	R826A6402	FVA95-ub	3.591055612
reac	R826A6402	GCR-r	C-BA2656D0
reac	R826A6402	RKO-c	unaf
reac	R826A6402	RKO-r	1
reac	R8294F11F	FBA-c	nonz
reac	R8294F11F	FBA-f	-1.801373623
reac	R8294F11F	FVA95-c	free
reac	R8294F11F	FVA95-lb	-10000
reac	R8294F11F	FVA95-ub	26.0349414
reac	R8294F11F	GCR-r	singleton
reac	R8294F11F	RKO-c	unaf
reac	R8294F11F	RKO-r	1
reac	R82C3C241	FBA-c	zero
reac	R82C3C241	FBA-f	0
reac	R82C3C241	FVA95-c	free
reac	R82C3C241	FVA95-lb	0
reac	R82C3C241	FVA95-ub	0.342396184
reac	R82C3C241	GCR-r	C-CE915F39
reac	R82C3C241	RKO-c	unaf
reac	R82C3C241	RKO-r	1
reac	R82E6121E	FBA-c	zero
reac	R82E6121E	FBA-f	0
reac	R82E6121E	FVA95-c	free
reac	R82E6121E	FVA95-lb	-10000
reac	R82E6121E	FVA95-ub	10000
reac	R82E6121E	GCR-r	C-DA2D093C
reac	R82E6121E	RKO-c	unaf
reac	R82E6121E	RKO-r	1
reac	R82F4B32D	FBA-c	zero
reac	R82F4B32D	FBA-f	0
reac	R82F4B32D	FVA95-c	free
reac	R82F4B32D	FVA95-lb	0
reac	R82F4B32D	FVA95-ub	1.826112979
reac	R82F4B32D	GCR-r	C-FB47B675
reac	R82F4B32D	RKO-c	unaf
reac	R82F4B32D	RKO-r	1
reac	R83A84BAE	FBA-c	nonz
reac	R83A84BAE	FBA-f	-0.05789137
reac	R83A84BAE	FVA95-c	free
reac	R83A84BAE	FVA95-lb	-1
reac	R83A84BAE	FVA95-ub	0
reac	R83A84BAE	GCR-r	C-29816C9
reac	R83A84BAE	RKO-c	unaf
reac	R83A84BAE	RKO-r	1
reac	R83E41157	FBA-c	zero
reac	R83E41157	FBA-f	0
reac	R83E41157	FVA95-c	free
reac	R83E41157	FVA95-lb	-10000
reac	R83E41157	FVA95-ub	10000
reac	R83E41157	GCR-r	singleton
reac	R83E41157	RKO-c	unaf
reac	R83E41157	RKO-r	1
reac	R84024BE5	FBA-c	zero
reac	R84024BE5	FBA-f	0
reac	R84024BE5	FVA95-c	free
reac	R84024BE5	FVA95-lb	-0.547280284
reac	R84024BE5	FVA95-ub	0
reac	R84024BE5	GCR-r	singleton
reac	R84024BE5	RKO-c	unaf
reac	R84024BE5	RKO-r	1
reac	R84061E12	FBA-c	nonz
reac	R84061E12	FBA-f	0.001276976
reac	R84061E12	FVA95-c	free
reac	R84061E12	FVA95-lb	0.001213127
reac	R84061E12	FVA95-ub	0.905295119
reac	R84061E12	GCR-r	C-8BAA6B59
reac	R84061E12	RKO-c	impa
reac	R84061E12	RKO-r	0.641208325
reac	R847F9A94	FBA-c	zero
reac	R847F9A94	FBA-f	1.56827E-11
reac	R847F9A94	FVA95-c	free
reac	R847F9A94	FVA95-lb	-14.22106843
reac	R847F9A94	FVA95-ub	10000
reac	R847F9A94	GCR-r	C-B05EE1B5
reac	R847F9A94	RKO-c	unaf
reac	R847F9A94	RKO-r	1
reac	R84C5B357	FBA-c	zero
reac	R84C5B357	FBA-f	0
reac	R84C5B357	FVA95-c	bloc
reac	R84C5B357	FVA95-lb	0
reac	R84C5B357	FVA95-ub	0
reac	R84C5B357	GCR-r	C-FD812A3
reac	R84C5B357	RKO-c	unaf
reac	R84C5B357	RKO-r	1
reac	R84F1AC49	FBA-c	nonz
reac	R84F1AC49	FBA-f	0.003917158
reac	R84F1AC49	FVA95-c	free
reac	R84F1AC49	FVA95-lb	-5002.72632
reac	R84F1AC49	FVA95-ub	1.078557168
reac	R84F1AC49	GCR-r	singleton
reac	R84F1AC49	RKO-c	unaf
reac	R84F1AC49	RKO-r	1
reac	R8524D13B	FBA-c	nonz
reac	R8524D13B	FBA-f	0.007834317
reac	R8524D13B	FVA95-c	free
reac	R8524D13B	FVA95-lb	0.007442601
reac	R8524D13B	FVA95-ub	0.588737732
reac	R8524D13B	GCR-r	C-4FA04CB2
reac	R8524D13B	RKO-c	impa
reac	R8524D13B	RKO-r	0.641208325
reac	R855D171A	FBA-c	zero
reac	R855D171A	FBA-f	0
reac	R855D171A	FVA95-c	free
reac	R855D171A	FVA95-lb	0
reac	R855D171A	FVA95-ub	10000
reac	R855D171A	GCR-r	singleton
reac	R855D171A	RKO-c	unaf
reac	R855D171A	RKO-r	1
reac	R856B02C	FBA-c	zero
reac	R856B02C	FBA-f	0
reac	R856B02C	FVA95-c	free
reac	R856B02C	FVA95-lb	0
reac	R856B02C	FVA95-ub	5003.913408
reac	R856B02C	GCR-r	singleton
reac	R856B02C	RKO-c	unaf
reac	R856B02C	RKO-r	1
reac	R85AC958C	FBA-c	zero
reac	R85AC958C	FBA-f	0
reac	R85AC958C	FVA95-c	free
reac	R85AC958C	FVA95-lb	-1.534547655
reac	R85AC958C	FVA95-ub	10000
reac	R85AC958C	GCR-r	singleton
reac	R85AC958C	RKO-c	unaf
reac	R85AC958C	RKO-r	1
reac	R85EB243D	FBA-c	zero
reac	R85EB243D	FBA-f	0
reac	R85EB243D	FVA95-c	free
reac	R85EB243D	FVA95-lb	0
reac	R85EB243D	FVA95-ub	3.591055612
reac	R85EB243D	GCR-r	C-294784C8
reac	R85EB243D	RKO-c	unaf
reac	R85EB243D	RKO-r	1
reac	R86106852	FBA-c	zero
reac	R86106852	FBA-f	0
reac	R86106852	FVA95-c	free
reac	R86106852	FVA95-lb	-7.550469656
reac	R86106852	FVA95-ub	0
reac	R86106852	GCR-r	C-377D6027
reac	R86106852	RKO-c	unaf
reac	R86106852	RKO-r	1
reac	R861F5E7	FBA-c	zero
reac	R861F5E7	FBA-f	0
reac	R861F5E7	FVA95-c	free
reac	R861F5E7	FVA95-lb	0
reac	R861F5E7	FVA95-ub	1.369584734
reac	R861F5E7	GCR-r	C-5BA4FF19
reac	R861F5E7	RKO-c	unaf
reac	R861F5E7	RKO-r	1
reac	R863489A7	FBA-c	nonz
reac	R863489A7	FBA-f	-0.005254355
reac	R863489A7	FVA95-c	free
reac	R863489A7	FVA95-lb	-2.744161106
reac	R863489A7	FVA95-ub	-0.004991637
reac	R863489A7	GCR-r	singleton
reac	R863489A7	RKO-c	leth
reac	R863489A7	RKO-r	0
reac	R86362DA	FBA-c	zero
reac	R86362DA	FBA-f	0
reac	R86362DA	FVA95-c	free
reac	R86362DA	FVA95-lb	0
reac	R86362DA	FVA95-ub	0.494105174
reac	R86362DA	GCR-r	singleton
reac	R86362DA	RKO-c	unaf
reac	R86362DA	RKO-r	1
reac	R864781B6	FBA-c	zero
reac	R864781B6	FBA-f	0
reac	R864781B6	FVA95-c	bloc
reac	R864781B6	FVA95-lb	0
reac	R864781B6	FVA95-ub	0
reac	R864781B6	GCR-r	zero-flux
reac	R864781B6	RKO-c	unaf
reac	R864781B6	RKO-r	1
reac	R865B974C	FBA-c	nonz
reac	R865B974C	FBA-f	0.016062548
reac	R865B974C	FVA95-c	free
reac	R865B974C	FVA95-lb	-0.499203032
reac	R865B974C	FVA95-ub	1.127288551
reac	R865B974C	GCR-r	C-AC415035
reac	R865B974C	RKO-c	unaf
reac	R865B974C	RKO-r	1
reac	R865D04DE	FBA-c	zero
reac	R865D04DE	FBA-f	0
reac	R865D04DE	FVA95-c	free
reac	R865D04DE	FVA95-lb	0
reac	R865D04DE	FVA95-ub	10000
reac	R865D04DE	GCR-r	singleton
reac	R865D04DE	RKO-c	unaf
reac	R865D04DE	RKO-r	1
reac	R869EE9D4	FBA-c	nonz
reac	R869EE9D4	FBA-f	0.05789137
reac	R869EE9D4	FVA95-c	free
reac	R869EE9D4	FVA95-lb	0
reac	R869EE9D4	FVA95-ub	1
reac	R869EE9D4	GCR-r	C-29816C9
reac	R869EE9D4	RKO-c	unaf
reac	R869EE9D4	RKO-r	1
reac	R86D09FA4	FBA-c	zero
reac	R86D09FA4	FBA-f	-9.71159E-11
reac	R86D09FA4	FVA95-c	free
reac	R86D09FA4	FVA95-lb	-0.092498838
reac	R86D09FA4	FVA95-ub	0
reac	R86D09FA4	GCR-r	C-6E7C2744
reac	R86D09FA4	RKO-c	unaf
reac	R86D09FA4	RKO-r	1
reac	R871545EC	FBA-c	zero
reac	R871545EC	FBA-f	0
reac	R871545EC	FVA95-c	free
reac	R871545EC	FVA95-lb	-1.826112979
reac	R871545EC	FVA95-ub	0
reac	R871545EC	GCR-r	C-FB47B675
reac	R871545EC	RKO-c	unaf
reac	R871545EC	RKO-r	1
reac	R8717521D	FBA-c	nonz
reac	R8717521D	FBA-f	-0.065086909
reac	R8717521D	FVA95-c	free
reac	R8717521D	FVA95-lb	-0.0765
reac	R8717521D	FVA95-ub	1.177342715
reac	R8717521D	GCR-r	singleton
reac	R8717521D	RKO-c	unaf
reac	R8717521D	RKO-r	1
reac	R87223167	FBA-c	nonz
reac	R87223167	FBA-f	-0.074331074
reac	R87223167	FVA95-c	free
reac	R87223167	FVA95-lb	-2.346119869
reac	R87223167	FVA95-ub	0
reac	R87223167	GCR-r	singleton
reac	R87223167	RKO-c	unaf
reac	R87223167	RKO-r	1
reac	R87714E78	FBA-c	boun
reac	R87714E78	FBA-f	-0.8154
reac	R87714E78	FVA95-c	free
reac	R87714E78	FVA95-lb	-0.8154
reac	R87714E78	FVA95-ub	0.084050523
reac	R87714E78	GCR-r	singleton
reac	R87714E78	RKO-c	unaf
reac	R87714E78	RKO-r	1
reac	R8796A875	FBA-c	zero
reac	R8796A875	FBA-f	0
reac	R8796A875	FVA95-c	free
reac	R8796A875	FVA95-lb	0
reac	R8796A875	FVA95-ub	2.739169469
reac	R8796A875	GCR-r	singleton
reac	R8796A875	RKO-c	unaf
reac	R8796A875	RKO-r	1
reac	R87AE76CC	FBA-c	zero
reac	R87AE76CC	FBA-f	0
reac	R87AE76CC	FVA95-c	free
reac	R87AE76CC	FVA95-lb	0
reac	R87AE76CC	FVA95-ub	10000
reac	R87AE76CC	GCR-r	singleton
reac	R87AE76CC	RKO-c	unaf
reac	R87AE76CC	RKO-r	1
reac	R87F245AA	FBA-c	zero
reac	R87F245AA	FBA-f	0
reac	R87F245AA	FVA95-c	free
reac	R87F245AA	FVA95-lb	0
reac	R87F245AA	FVA95-ub	0.33816907
reac	R87F245AA	GCR-r	C-46C5439A
reac	R87F245AA	RKO-c	unaf
reac	R87F245AA	RKO-r	1
reac	R88629BB	FBA-c	zero
reac	R88629BB	FBA-f	0
reac	R88629BB	FVA95-c	free
reac	R88629BB	FVA95-lb	-0.09587092
reac	R88629BB	FVA95-ub	0
reac	R88629BB	GCR-r	C-3075B4
reac	R88629BB	RKO-c	unaf
reac	R88629BB	RKO-r	1
reac	R887C9CD5	FBA-c	zero
reac	R887C9CD5	FBA-f	-1.06113E-10
reac	R887C9CD5	FVA95-c	free
reac	R887C9CD5	FVA95-lb	0
reac	R887C9CD5	FVA95-ub	10000
reac	R887C9CD5	GCR-r	singleton
reac	R887C9CD5	RKO-c	unaf
reac	R887C9CD5	RKO-r	1
reac	R887D9F78	FBA-c	zero
reac	R887D9F78	FBA-f	0
reac	R887D9F78	FVA95-c	free
reac	R887D9F78	FVA95-lb	-10000
reac	R887D9F78	FVA95-ub	10000
reac	R887D9F78	GCR-r	singleton
reac	R887D9F78	RKO-c	unaf
reac	R887D9F78	RKO-r	1
reac	R887E9C16	FBA-c	zero
reac	R887E9C16	FBA-f	0
reac	R887E9C16	FVA95-c	free
reac	R887E9C16	FVA95-lb	-1.598916071
reac	R887E9C16	FVA95-ub	0
reac	R887E9C16	GCR-r	singleton
reac	R887E9C16	RKO-c	unaf
reac	R887E9C16	RKO-r	1
reac	R88B5D1A7	FBA-c	zero
reac	R88B5D1A7	FBA-f	0
reac	R88B5D1A7	FVA95-c	bloc
reac	R88B5D1A7	FVA95-lb	0
reac	R88B5D1A7	FVA95-ub	0
reac	R88B5D1A7	GCR-r	C-BD50E29B
reac	R88B5D1A7	RKO-c	unaf
reac	R88B5D1A7	RKO-r	1
